time_s,err_mag,err_x,err_y,err_z
2.125,0.015647,0.011053,0.011016,0.001139
2.129,0.013729,0.009694,0.009659,0.001108
2.132,0.01158,0.00817,0.008135,0.001082
2.136,0.009293,0.006546,0.006512,0.001057
2.139,0.00697,0.004891,0.004857,0.001033
2.143,0.004716,0.003274,0.003241,0.00101
2.146,0.002733,0.001761,0.001727,0.001176
2.15,0.001196,0.000402,0.000368,0.001064
2.154,0.00153,-0.000769,-0.000804,0.001051
2.157,0.002822,-0.001731,-0.001767,0.001359
2.161,0.003813,-0.002455,-0.002493,0.001517
2.165,0.004395,-0.00292,-0.00296,0.001423
2.169,0.004628,-0.003112,-0.003155,0.001335
2.172,0.004513,-0.003029,-0.003073,0.001322
2.176,0.004034,-0.002677,-0.002724,0.001299
2.18,0.003221,-0.002075,-0.002123,0.00125
2.185,0.00217,-0.00125,-0.0013,0.001207
2.188,0.001235,-0.000239,-0.00029,0.001176
2.191,0.001701,0.000915,0.000862,0.001145
2.195,0.00322,0.002163,0.00211,0.001113
2.199,0.004965,0.003453,0.003399,0.001083
2.202,0.006738,0.004732,0.004679,0.001056
2.206,0.008466,0.00595,0.005897,0.001218
2.209,0.010026,0.007067,0.007015,0.001168
2.213,0.011381,0.008046,0.007995,0.000936
2.218,0.012571,0.008865,0.008815,0.001315
2.223,0.013543,0.009506,0.009458,0.001893
2.227,0.0142,0.009965,0.00992,0.00198
2.232,0.01455,0.01023,0.010187,0.001808
2.236,0.014633,0.010294,0.010254,0.001733
2.241,0.014445,0.01016,0.010123,0.00172
2.244,0.013986,0.009837,0.009802,0.001658
2.247,0.01328,0.00934,0.009307,0.001577
2.252,0.012364,0.008692,0.008661,0.001517
2.255,0.011278,0.007921,0.007892,0.001468
2.259,0.010065,0.00706,0.007032,0.001416
2.262,0.008778,0.006145,0.006118,0.001363
2.265,0.007471,0.005213,0.005187,0.001317
2.269,0.006239,0.004301,0.004275,0.001467
2.274,0.005088,0.003437,0.003411,0.001564
2.277,0.003987,0.002649,0.002621,0.001418
2.281,0.003017,0.00196,0.001931,0.001236
2.284,0.002359,0.001382,0.001352,0.001351
2.289,0.002171,0.00093,0.000899,0.001744
2.293,0.00228,0.000618,0.000586,0.002115
2.297,0.002274,0.000442,0.000408,0.002192
2.301,0.002138,0.000404,0.000368,0.002067
2.305,0.002077,0.000499,0.000461,0.001963
2.309,0.002146,0.000717,0.000678,0.001905
2.312,0.002339,0.001047,0.001006,0.001833
2.315,0.002694,0.001471,0.001429,0.001748
2.32,0.003221,0.001968,0.001925,0.001673
2.324,0.003903,0.002516,0.002472,0.001673
2.327,0.004718,0.003088,0.003043,0.00186
2.331,0.005637,0.003659,0.003613,0.00231
2.335,0.006351,0.00421,0.004164,0.002296
2.339,0.007097,0.004721,0.004675,0.002495
2.342,0.007701,0.00518,0.005135,0.002469
2.346,0.008138,0.005575,0.005532,0.002133
2.35,0.00861,0.005911,0.00587,0.002175
2.354,0.008971,0.006189,0.00615,0.002087
2.359,0.009234,0.006402,0.006364,0.001947
2.364,0.009538,0.006559,0.006523,0.002325
2.368,0.009671,0.006654,0.006619,0.00233
2.372,0.009724,0.006679,0.006645,0.002407
2.376,0.009796,0.006629,0.006597,0.002915
2.379,0.009733,0.006503,0.006473,0.003246
2.383,0.009476,0.006295,0.006266,0.003304
2.387,0.009086,0.006018,0.005989,0.003236
2.391,0.008654,0.005684,0.005657,0.003253
2.394,0.008256,0.00531,0.005283,0.003472
2.397,0.007937,0.004917,0.004891,0.003859
2.402,0.007459,0.004519,0.004493,0.003877
